Temp 0C,RH %,SM %,IM%,TM%,VM%,ASH%,FC%,Gross Calorific Value
31,79,3.779345194,5.01,8.6,29.589385,35.478765,29.92185,4487.624953
30,80,4.200442152,5.01,9,25.93227,41.719608,27.338122,3900.261773
30,85,4.095167912,5.01,8.9,31.375197,32.942532,30.672271,4726.325058
29,86,4.726813349,5.01,9.5,30.102331,27.442611,37.445058,5243.955623
29,90,4.832087588,5.01,9.6,32.819045,26.948663,35.222292,5290.444033
29,90,4.194772344,5.12,9.1,29.849248,27.202096,37.828656,5250.580333
26,54,2.930016863,5.12,7.9,31.26296,26.414592,37.202448,5324.697059
26,55,3.035413153,5.12,8,30.589312,29.355872,34.934816,5047.875551
26,48,3.140809444,5.12,8.1,31.870192,27.84728,35.162528,5189.858196
25,49,2.613827993,5.12,7.6,29.963104,27.486736,37.43016,5223.791155
26,47,3.246205734,5.12,8.2,30.513408,27.733424,36.633168,5200.573867
26,48,2.824620573,5.12,7.8,30.5988,27.866256,36.414944,5188.07225
26,46,2.824620573,5.12,7.8,32.59128,28.89096,33.39776,5091.631209
26,45,2.824620573,5.12,7.8,32.316128,29.308432,33.25544,5052.340414
26,47,3.035413153,5.12,8,33.796256,26.822576,34.261168,5286.299237
26,47,3.052631579,5,7.9,31.369,27.474,36.157,5242.457016
27,46,3.368421053,5,8.2,30.5995,28.9465,35.454,5103.871206
27,50,3.368421053,5,8.2,30.191,29.3835,35.4255,5062.742514
27,56,3.263157895,5,8.1,33.877,28.576,32.547,5138.741184
27,56,3.473684211,5,8.3,30.2575,33.421,31.3215,4682.749164
26,69,3.526315789,5,8.35,30.6565,32.0055,32.338,4815.970362
27,71,2.736842105,5,7.6,31.6065,30.704,32.6895,4938.462336
27,71,3.263157895,5,8.1,27.6735,31.8915,35.435,4826.699586
26,53,3.052631579,5,7.9,29.298,31.9295,33.7725,4823.123178
24,57,3.473684211,5,8.3,30.4,29.925,34.675,5011.7787
24,47,3.473684211,5,8.3,26.6475,30.666,37.6865,4942.038744
24,52,2.947368421,5,7.8,30.115,30.134,34.751,4992.108456
25,39,3.157894737,5,8,30.096,28.5285,36.3755,5143.211694
24,42,2.862555252,4.98,7.7,32.439828,29.36118,33.218992,5067.754383
24,41,3.178278257,4.98,8,31.223572,28.021398,35.77503,5193.849306
24,41,3.33613976,4.98,8.15,31.765186,28.230442,35.024372,5174.174921
25,45,3.809724269,4.98,8.6,30.824488,30.891002,33.30451,4923.773656
25,44,3.704483267,4.98,8.5,31.109548,31.584648,32.325804,4858.490469
25,54,3.599242265,4.98,8.4,26.254026,28.64853,40.117444,5134.826151
25,55,2.336350242,4.98,7.2,31.613154,26.966676,36.44017,5293.115522
26,55,2.967796253,4.98,7.8,31.375604,27.232732,36.411664,5268.075395
27,58,2.862555252,4.98,7.7,32.743892,27.897872,34.378236,5205.475079
28,50,3.388760261,4.98,8.2,35.936564,25.484364,33.599072,5432.624798
28,50,3.178278257,4.98,8,31.92672,29.047614,34.045666,5097.265961
28,54,2.820458851,4.98,7.66,31.850704,29.02861,34.140686,5099.054541
28,39,3.073037255,4.98,7.9,30.69146,32.705884,31.622656,4752.964221
28,42,3.103229892,5.26,8.2,33.481116,28.251468,33.007416,5131.439238
28,46,2.469917669,5.26,7.6,30.64839,30.36417,33.72744,4932.600176
25,39,2.892125818,5.26,8,31.017876,28.933596,34.788528,5067.240079
25,38,2.892125818,5.26,8,30.638916,31.444206,32.656878,4830.951508
25,40,2.786573781,5.26,7.9,29.918892,28.696746,36.124362,5089.531453
26,33,2.892125818,5.26,8,30.004158,29.018862,35.71698,5059.215184
26,39,3.379091869,5.3,8.5,31.29835,27.59558,35.80607,5187.346393
26,32,3.062302006,5.3,8.2,28.2206,33.27758,33.20182,4652.579281
27,39,2.956705385,5.3,8.1,27.88915,31.23206,35.57879,4845.095441
25,54,3.062302006,5.3,8.2,31.49722,27.21678,35.986,5222.997534
26,36,3.273495248,5.3,8.4,32.2927,27.0842,35.3231,5235.475433
26,34,2.639915523,5.3,7.8,30.22824,31.00478,33.46698,4866.486126
27,39,3.062302006,5.3,8.2,28.47629,33.57115,32.65256,4624.949647
28,41,3.167898627,5.3,8.3,27.1789,31.05213,36.46897,4862.029733
28,37,2.851108765,5.3,8,28.15431,29.39488,37.15081,5018.003474
29,51,3.167898627,5.3,8.3,26.63911,31.93284,36.12805,4779.140831
26,58,3.116745906,5.35,8.3,30.4773,30.17442,33.99828,4937.358287
26,55,3.856312731,5.35,9,30.78018,28.253025,35.616795,5118.192299
27,48,3.645007924,5.35,8.8,29.09541,31.85919,33.6954,4778.794474
30,34,3.433703117,5.35,8.6,27.476895,30.903225,36.26988,4868.766076
26,39,3.290445054,5.18,8.3,27.014218,40.592442,27.21334,3981.600929
26,32,2.183083738,5.18,7.25,25.55399,42.725892,26.540118,3780.809149
27,39,2.394009703,5.18,7.45,25.525544,43.256884,26.037572,3730.834305
25,54,2.130352246,5.18,7.2,25.866896,40.165752,28.787352,4021.759285
26,36,2.235815229,5.18,7.3,27.137484,35.481644,32.200872,4462.608793
26,34,2.299093018,5.18,7.36,26.97629,37.605612,30.238098,4262.709421
26,38,2.552204176,5.18,7.6,26.672866,39.87181,28.275324,4049.42393
27,39,2.299093018,5.18,7.36,25.724666,43.503416,25.591918,3707.6317
27,43,2.573296773,5.18,7.62,27.440908,38.800344,28.578748,4150.266024
28,41,2.657667159,5.18,7.7,27.763296,40.080414,26.97629,4029.790956
28,34,2.552204176,5.18,7.6,26.45478,37.510792,30.854428,4271.6335
28,37,2.583843071,5.18,7.63,27.365052,37.946964,29.507984,4230.582736
29,51,2.657667159,5.18,7.7,27.109038,34.296394,33.414568,4574.159782
26,58,2.458843394,5.24,7.57,28.683852,34.416832,31.659316,4554.091039
26,55,3.303081469,5.24,8.37,27.688872,35.715044,31.356084,4431.908519
27,53,3.334740397,5.24,8.4,27.2435,38.301992,29.214508,4188.435321
27,51,3.493035036,5.24,8.55,26.7697,35.895088,32.095212,4414.963498
27,48,2.986492191,5.24,8.07,26.921316,37.164872,30.673812,4295.456507
27,37,2.458843394,5.24,7.57,27.2435,38.320944,29.195556,4186.651634
28,36,2.75432672,5.24,7.85,26.930792,38.775792,29.053416,4143.84316
28,30,2.596032081,5.24,7.7,26.419088,37.250156,31.090756,4287.429918
28,33,2.8070916,5.24,7.9,27.992104,35.506572,31.261324,4451.52907
31,32,3.14478683,5.24,8.22,27.81206,34.123076,32.824864,4581.738179
32,25,3.53935552,5.35,8.7,27.420105,32.181,35.048895,4748.507004
31,28,3.750660328,5.35,8.9,30.17442,29.43615,35.03943,5006.841307
29,26,3.433703117,5.35,8.6,26.74809,31.281825,36.620085,4833.133758
29,30,3.645007924,5.35,8.8,29.540265,32.569065,32.54067,4711.983878
30,28,3.22239831,5.35,8.4,28.726275,32.57853,33.345195,4711.093071
31,32,2.535657686,5.35,7.75,29.275245,33.39252,31.982235,4634.483588
31,44,3.53935552,5.35,8.7,29.75796,29.786355,35.105685,4973.881413
31,42,3.516204194,5.58,8.9,29.241874,32.131126,33.047,4719.722145
30,48,2.98665537,5.58,8.4,27.495104,31.385208,35.539688,4789.924964
30,42,2.880745605,5.58,8.3,28.033298,34.189482,32.19722,4525.997912
30,34,2.880745605,5.58,8.3,24.369802,38.089028,31.96117,4158.988241
30,35,3.410294429,5.58,8.8,29.2702,27.986088,37.163712,5109.836542
30,48,3.092565135,5.58,8.5,29.45904,28.580934,36.380026,5053.852016
30,37,2.880745605,5.58,8.3,27.825574,33.61352,32.980906,4580.205152
31,25,2.77483584,5.58,8.2,25.701124,34.4633,34.255576,4500.227257
30,28,3.198474899,5.58,8.6,29.817836,33.415238,31.186926,4598.86666
31,36,3.198474899,5.58,8.6,30.11998,31.876192,32.423828,4743.715514
32,30,2.880745605,5.58,8.3,31.611816,30.837572,31.970612,4841.466274
29,26,2.596032081,5.24,7.7,26.949744,36.226748,31.583508,4383.748985
29,30,3.123680878,5.24,8.2,28.200576,35.459192,31.100232,4455.988286
30,28,2.522161249,5.24,7.63,26.115856,38.102996,30.541148,4207.164028
30,28,3.123680878,5.24,8.2,28.598568,37.553388,28.608044,4258.890935
31,32,3.545799916,5.24,8.6,28.371144,34.691636,31.69722,4528.227586
31,37,2.458843394,5.24,7.57,26.419088,37.013256,31.327656,4309.725998
31,30,2.437737442,5.24,7.55,26.43804,38.690508,29.631452,4151.869749
31,25,2.02617138,5.24,7.16,27.167692,37.174348,30.41796,4294.564664
30,28,3.018151119,5.24,8.1,26.286424,38.747364,29.726212,4146.51869
31,36,2.068383284,5.24,7.2,28.23848,36.492076,30.029444,4358.777375
32,30,2.522161249,5.24,7.63,28.598568,34.407356,31.754076,4554.982883
